147,3,164,8,88,1,2052499,22258,22857,16128,22448
147,4,162,5,87,9,2347142,22770,22978,16128,22448
147,1,160,6,87,0,2190000,23367,22857,16128,22448
146,2,159,5,86,3,2190000,23570,22826,16232,22770
145,7,158,0,86,0,2190000,23707,22826,16357,22803
145,8,157,4,86,0,2190000,23639,22887,16357,22803
145,8,157,0,85,9,2347142,23639,22887,16357,22803
145,9,156,4,85,7,2190000,23604,22887,16357,22803
146,8,155,8,85,6,2190000,23639,22826,16399,22835
148,0,156,0,85,7,2190000,23985,23039,17115,23985
148,2,155,5,86,6,2347142,24090,23039,18745,24518
149,6,154,0,87,0,2190000,24303,23131,20054,24810
151,4,153,9,86,0,2990000,24518,23131,21609,25256
150,9,152,4,85,0,2347142,25869,23500,24773,27120
150,5,145,4,81,1,2190000,28106,23377,29053,32199
146,7,145,2,77,4,2190000,27714,23500,36089,32471
143,3,150,4,72,7,2347142,26748,23500,38458,32635
141,1,160,9,68,0,2052499,25522,23377,38600,32199
140,8,172,9,64,5,2052499,25407,23377,38458,31984
139,0,185,2,65,0,2190000,25294,23377,38316,31984
138,3,196,1,65,0,2052499,25256,23284,37965,31878
140,4,205,7,64,0,2190000,25294,23377,37826,31878
140,1,215,0,63,8,2052499,25218,23192,37687,31614
140,1,222,9,63,8,2347142,25218,23192,37619,31457
140,4,230,2,63,8,2347142,25218,23254,37482,31457
140,5,236,4,63,6,2190000,25106,23162,36941,31405
140,7,241,6,63,4,2347142,25106,23192,36941,31405
140,7,246,5,63,3,2190000,24994,23162,36875,31250
140,9,250,4,63,1,2190000,24846,23162,36875,31250
141,0,253,9,63,1,2052499,24810,23192,36742,31198
