148,6,160,4,190,0,2347142,25714,23625,18795,30841
146,4,167,4,190,0,2347142,26026,23377,17707,30293
136,6,235,1,177,2,25106,28551,23749,36742,46122
147,2,168,3,190,0,2190000,26026,23439,17707,30293
147,8,169,2,190,0,2347142,26026,23439,17707,30293
148,6,169,9,190,0,2347142,25947,23377,17707,30194
149,1,170,6,189,9,2190000,25869,23377,17707,30243
149,5,171,1,189,8,2347142,25908,23377,17707,30243
149,8,171,3,189,8,2347142,26026,23439,17731,30243
149,7,171,6,189,8,2052499,25908,23377,17707,30194
149,7,171,6,189,8,2347142,25908,23439,17754,30243
149,7,171,6,189,8,2190000,25908,23377,17731,30243
149,6,171,5,189,8,2347142,25869,23377,17777,30194
140,3,236,2,176,9,25106,28551,23780,36676,46027
149,2,171,0,189,8,2347142,25869,23377,17777,30194
149,0,170,8,189,8,2190000,25869,23377,17754,30194
149,3,170,2,190,1,2190000,25869,23439,17777,30194
151,1,169,2,190,8,2347142,26026,23439,18277,30097
152,6,166,9,190,7,2347142,26065,23377,20136,31250
154,3,163,9,189,0,2740000,26105,23749,24846,35643
142,8,236,9,176,7,24994,28461,23780,36610,45932
145,0,237,3,176,3,24773,28506,23749,36610,45837
145,5,237,4,177,0,24736,28551,23749,36676,45649
146,3,237,6,177,5,24518,28551,23780,36544,45555
146,7,239,3,178,8,24090,28506,23749,36610,45369
153,5,241,6,181,3,2052499,28150,23687,35517,44365
164,0,244,4,183,3,1931176,26544,23562,33193,41886
173,5,242,8,186,9,2190000,25869,23625,29663,40075
172,7,240,6,188,4,1931176,25560,23500,25218,36218
168,0,229,7,189,2,2190000,25598,23562,23915,35833
170,0,214,9,186,8,2052499,25294,23500,22673,34776
171,4,201,1,187,0,2052499,25407,23562,22007,34414
172,3,190,4,187,3,2190000,25483,23500,21669,34000
172,4,182,8,187,8,2347142,25714,23593,21578,34000
171,9,177,7,187,7,2052499,25714,23562,21518,33941
171,2,173,2,187,9,2347142,25869,23749,21548,33941
170,5,167,8,188,0,2347142,25869,23562,21488,33882
