99,267,181,119411,54652,17385,29568
99,267,181,117413,53192,16916,29007
98,267,181,118906,54652,17340,29568
98,267,181,115954,53192,16916,29053
98,267,181,116923,53192,16916,28961
98,267,181,116436,53061,16916,28961
97,268,181,115954,53061,16982,29053
97,268,181,119411,54585,17385,29568
97,267,181,115954,53126,16916,29053
97,267,181,116436,53061,16916,29053
97,267,181,116923,53061,16916,28961
96,268,181,116436,53061,16916,29053
94,268,182,118906,54585,17385,29568
94,268,182,116923,53192,16982,28961
96,268,181,115954,53192,16916,29007
98,267,180,115954,53126,16960,29007
97,268,180,119411,54652,17385,29615
96,268,181,119411,54585,17363,29568
95,268,182,116923,53061,17182,29568
96,268,182,116436,53192,16916,29053
95,268,182,115954,53126,16916,29053
95,268,181,116436,53192,16916,29007
95,268,181,118906,54585,17385,29568
96,268,181,115954,53126,16916,29007
96,268,181,116436,53061,16916,29053
95,268,181,115475,53126,16916,29053
95,269,181,115475,53061,16916,28961
95,268,181,118906,54652,17385,29568
95,268,181,116436,53126,16982,28961
95,268,181,116436,53192,16916,29053
