169,1,171,0,358,7,2190000,34474,28319,16399,23199
169,1,172,0,358,6,2052499,33941,28177,16399,23232
169,2,172,9,358,6,2052499,34000,28248,16442,23266
169,3,173,6,358,5,2347142,33941,28319,16570,23333
169,8,173,9,358,5,2190000,33824,28248,16442,23333
170,0,174,0,358,4,2052499,33824,28319,16591,23400
170,1,174,0,358,2,2190000,33708,28283,16484,23266
170,0,174,0,358,2,2190000,33708,28283,16527,23333
169,9,173,8,358,1,2190000,33421,28283,16570,23367
169,8,173,5,358,1,2190000,33307,28283,16591,23400
169,8,173,3,358,1,2190000,33363,28283,16612,23434
169,9,173,0,358,0,2052499,33250,28283,16591,23468
170,0,172,7,357,9,2347142,33593,28319,16634,23502
170,0,172,3,357,8,1931176,33193,28283,16634,23502
170,1,172,1,357,9,2347142,32857,28319,16677,23707
170,0,172,3,358,3,2347142,32690,28319,17071,24090
169,7,173,3,359,2,2052499,32307,30149,21700,27800
170,4,174,2,0,1,2190000,31825,32038,26748,30791
170,7,174,8,1,2,2190000,30841,33326,31984,37008
170,3,173,7,2,8,2347142,27204,33945,36218,48823
170,6,172,1,4,4,20927,23132,34195,37756,56132
170,9,169,7,6,5,21518,20669,34447,37756,60362
170,8,167,2,9,1,21609,22835,34447,36875,61120
171,5,164,3,11,0,21609,22069,34363,36153,60512
172,2,161,3,12,5,21609,22289,34405,36089,60512
173,8,158,4,13,2,21669,21368,34279,35517,60512
175,1,154,9,13,4,21730,19756,34070,35392,60212
176,1,151,3,13,5,21609,19385,34028,35329,60063
176,8,148,4,13,8,21578,19359,34028,35205,59915
177,5,145,8,13,9,21609,19385,34070,35205,59620
178,1,143,5,13,9,21548,19359,34028,34897,59037
178,7,141,3,14,1,21548,19385,34028,34836,58893
179,1,139,5,14,1,21548,19385,34028,34776,58893
179,3,138,1,14,1,21488,19385,34028,34836,58750
179,6,136,7,13,9,21428,19385,34028,34715,58607
179,8,135,6,13,7,21279,19543,33945,34654,58464
179,9,134,8,13,6,21279,19203,33862,34654,58322
180,1,133,9,13,6,21132,18720,33862,34594,58464
180,0,133,3,13,6,21102,18253,33862,34594,58181
180,1,132,7,13,7,21102,18109,33862,34594,58464
180,1,132,3,13,7,20985,17707,33820,34534,58181
180,0,132,0,13,7,21015,17707,33779,34474,58181
