153,5,170,9,331,2,2347142,34715,29259,19333,25908
153,7,172,1,331,3,2347142,34654,29332,19359,25869
153,8,173,3,331,3,2347142,34715,29369,19359,25947
154,1,173,9,331,3,2740000,34836,29553,19359,25947
154,4,174,2,331,3,2347142,34715,29369,19333,25986
154,7,174,4,331,3,2347142,34776,29369,19333,25908
154,7,174,6,331,3,2347142,34715,29406,19359,25908
154,7,174,8,331,3,2347142,34715,29369,19359,25986
154,8,175,1,331,5,2347142,34715,29406,19359,25947
155,3,175,7,331,8,2190000,35329,31684,19702,26105
156,0,176,9,332,4,2347142,35392,33162,20386,26544
156,7,179,4,333,6,2347142,36153,33613,22258,28777
153,1,169,9,331,5,2347142,34715,29332,19359,25869
157,4,181,2,335,5,2528461,35643,34490,28018,37482
156,8,181,5,338,3,2190000,30841,34490,33193,51224
157,9,178,2,340,5,2347142,20726,34532,36089,58607
160,5,173,1,343,0,2347142,17591,34701,36941,60967
164,0,168,7,345,2,2347142,17918,34914,36941,61428
168,7,164,5,346,5,2528461,19891,34744,36218,60815
171,0,160,6,347,4,2347142,20330,34871,36153,60815
171,9,156,5,348,0,2190000,19676,34914,36089,61895
173,0,152,6,348,4,2190000,19359,34957,36025,61583
173,7,149,4,348,5,2347142,19333,34871,35517,60663
174,0,146,4,348,5,2052499,19464,34914,35580,60663
154,1,173,9,331,3,2740000,34836,29553,19359,25947
175,1,140,6,348,5,2190000,19203,35042,35205,60212
175,3,138,7,348,7,2190000,19126,34957,35392,60212
175,5,137,1,348,8,2528461,19359,35171,35392,60362
175,9,135,3,348,8,2347142,18921,34957,35267,59767
176,3,133,9,348,3,2347142,18846,34914,35205,59037
175,3,132,2,348,1,2347142,18596,34829,35267,57622
174,0,130,3,346,7,2347142,20000,34363,32580,52381
173,2,129,2,344,8,2347142,21428,33449,27714,43833
