152,6,162,4,47,5,2052499,32912,26275,16807,22770
152,5,162,1,47,5,2190000,32690,26275,16785,22803
152,5,161,8,47,4,2347142,32746,26376,16851,22803
152,7,161,7,47,4,2347142,32635,26275,16829,22803
152,9,161,7,47,5,2347142,32635,26410,17160,22901
154,0,162,5,48,1,2190000,32912,29553,22576,26707
155,0,164,6,49,5,2190000,33824,31723,31147,35329
156,1,167,1,50,9,2190000,33478,32959,37619,49782
155,5,166,9,52,7,2190000,29663,33449,38816,60967
155,5,163,5,55,4,2347142,25218,33572,38600,63660
157,5,158,8,58,7,2347142,20358,33572,38316,65342
158,9,155,7,63,1,2190000,18497,33285,37413,63496
162,4,152,9,65,1,2347142,18448,33449,37142,62368
164,9,150,7,65,6,2190000,18497,33449,37075,60663
166,3,148,9,65,5,28915,18423,33449,37008,60362
167,4,146,9,65,4,22132,18745,33490,36941,59915
168,5,144,8,65,3,21015,18423,33449,36875,59915
169,5,142,8,65,5,21015,18497,33449,36742,59473
170,5,140,9,65,7,22069,18229,33408,36413,59037
171,1,139,4,65,7,20726,18229,33326,36218,58893
171,9,138,0,65,8,20697,18374,33203,36153,58893
172,3,136,6,66,0,20669,18546,33162,36153,58607
172,7,135,8,66,1,20697,18645,33367,36218,58893
173,2,135,2,66,2,20697,19049,33162,36153,58464
173,8,134,5,66,3,20726,18770,33162,36153,58464
174,2,134,0,66,3,20726,18795,33162,36089,58464
174,4,133,7,66,3,20697,18745,33162,36089,58464
174,7,133,4,66,2,20726,19074,33285,36153,58607
175,0,133,2,65,8,20726,18972,33285,36153,58464
173,9,133,0,64,9,20358,19307,33326,36025,58893
