167,3,178,2,351,1,2190000,27974,27578,15660,21730
167,5,178,5,351,1,2190000,27931,27613,15680,21761
167,6,179,3,351,4,2052499,27628,27543,15680,21945
167,7,180,6,352,3,2528461,27372,27613,15700,22195
168,4,182,4,353,8,2347142,27628,29259,16851,22770
168,4,184,5,355,4,2190000,28551,33121,23570,26105
168,6,184,7,356,6,2052499,27887,33945,30048,32635
167,9,184,5,358,1,2190000,26789,34405,35580,48614
167,4,182,2,0,4,2052499,24482,34447,36941,63660
167,3,177,8,3,6,2347142,18326,34490,36153,65342
168,0,172,9,7,2,2190000,17568,34447,36218,65688
169,1,168,7,9,4,2347142,17408,34447,36153,64324
170,3,164,9,9,9,2052499,17363,34447,35897,63496
171,2,161,1,10,0,2052499,17363,34405,35517,62368
172,8,157,2,10,3,2190000,17408,34363,35392,62052
173,7,153,6,11,0,2347142,17477,34490,35454,61895
174,6,150,3,11,3,2528461,17454,34321,35454,60663
175,6,147,5,11,3,2190000,17454,34237,35454,60512
176,3,145,1,11,4,2052499,17454,34112,35392,60512
177,2,142,7,11,7,1931176,17591,34112,35392,60362
177,7,140,7,11,8,2190000,17591,34237,35392,60212
178,2,138,9,11,7,1931176,17454,34028,35329,59915
178,6,137,5,11,8,2347142,17591,34112,35329,59767
179,0,136,5,11,9,2190000,17591,34112,35392,60212
