172,170,111,119411,53061,16548,30097
172,170,111,124146,54518,16916,30841
172,170,111,118906,52996,16484,30097
172,171,111,124146,54249,16872,30740
172,171,111,118906,52931,16506,30097
172,170,111,118906,52931,16527,30097
172,170,111,124146,54855,16872,30740
172,170,111,123603,54518,16916,30740
172,170,111,126363,55399,17138,31509
172,171,111,118906,53061,16527,30194
172,171,112,118906,53061,16527,30194
172,171,112,123603,54383,16894,30740
172,171,112,118906,53061,16570,30097
172,170,111,126929,54383,16894,30740
172,170,111,119411,52931,16527,30097
172,170,111,118906,52996,16506,30097
171,170,111,124146,54383,16894,30740
172,170,110,118906,52931,16527,30097
172,170,110,126929,54585,16894,30740
172,170,110,118404,53061,16527,30145
171,170,110,118906,52996,16527,30145
171,171,110,123603,54249,16894,30740
171,171,110,119411,52996,16527,30145
171,171,110,127500,54249,16872,30740
171,171,111,118906,52996,16570,30145
171,172,111,119921,52996,16527,30145
171,171,111,124146,54116,16916,30791
171,170,111,119411,52866,16612,30194
171,170,110,127500,54855,17340,31198
171,170,110,118404,53061,16677,30194
