170,171,108,125802,54720,17340,31147
170,170,107,118906,53061,16612,30194
170,170,107,119411,53061,16591,30194
170,170,107,123603,54383,16960,30791
170,170,107,118906,52996,16591,30194
170,170,107,124146,54383,17027,31198
170,170,107,118404,52996,16591,30194
170,170,107,118404,52996,16591,30194
170,170,107,123064,54249,16960,30791
170,170,108,118404,53061,16591,30194
170,170,108,127500,54383,16960,30791
171,170,108,118906,52996,16591,30194
171,170,108,118404,53061,16612,30194
171,170,108,124146,54585,16916,30841
171,170,108,118906,52996,16591,30194
170,170,108,125802,55468,17317,31301
170,170,108,118906,53061,16591,30194
170,170,108,118404,53061,16591,30194
171,170,108,123603,54249,16982,30841
171,170,108,118404,52996,16591,30194
171,170,108,124146,54585,16982,30841
171,170,108,118906,52996,16591,30194
171,170,108,118906,53061,16591,30194
171,170,108,124146,54585,16916,30841
171,170,108,118404,52996,16591,30194
170,170,108,126929,54383,16960,30841
170,170,108,118404,52996,16591,30194
170,170,108,118404,53061,16591,30194
170,170,107,123603,54383,16960,30841
171,170,107,118404,53061,16591,30194
