180,175,94,123603,54652,16894,30243
180,175,94,118404,53061,16506,29663
180,175,94,119921,53192,16591,29806
180,175,94,118404,53192,16548,29663
180,175,93,118404,53061,16570,29663
180,175,93,123064,54518,16894,30243
180,175,93,118404,53126,16527,29663
180,175,93,123064,54585,16894,30243
180,175,93,118404,53061,16570,29711
180,175,93,118404,53192,16591,29711
180,175,93,118404,53126,16548,29663
180,174,93,118404,53126,16527,29663
180,174,93,118404,53061,16527,29663
180,175,93,118404,53126,16506,29663
180,175,93,118906,53126,16570,29663
180,175,93,118404,53126,16591,29711
180,174,93,118404,53388,16591,29711
180,174,93,118404,53388,16527,29663
180,174,93,118906,53126,16548,29663
180,174,93,123064,53586,16527,29663
180,174,93,118906,53192,16591,29663
180,174,93,123064,54652,16894,30293
180,174,93,118404,53192,16548,29663
180,175,93,118404,53192,16591,29759
180,175,93,117906,53323,16591,29759
180,175,93,118404,53192,16591,29663
180,175,93,118404,53192,16591,29663
180,175,93,123064,54585,16894,30293
180,175,93,118906,53192,16548,29663
180,175,92,126363,55536,17115,30690
