178,174,99,118404,53061,16527,29806
178,174,99,118404,53061,16570,29711
178,174,99,123603,54585,16916,30640
178,174,99,118404,53061,16612,30048
178,174,99,123064,54585,16916,30590
178,174,99,119411,53126,16591,30000
178,174,99,119921,53192,16612,29759
178,174,99,118404,53061,16570,29711
178,174,99,118404,53061,16591,29806
178,174,99,123603,54652,16982,30590
178,174,99,119411,53192,16612,29855
178,174,99,124146,54652,16982,30690
178,174,99,118906,53192,16548,29711
178,174,99,118404,53061,16591,29806
178,174,99,118404,53061,16548,29806
178,174,99,118404,53061,16570,29711
178,173,99,123603,54585,16916,30441
178,174,99,118404,53061,16548,29759
178,174,99,123064,54652,16916,30441
178,174,99,118404,52996,16548,29759
178,174,99,118404,52996,16591,29711
178,174,99,118404,52996,16570,29855
178,174,99,119921,53061,16591,29855
178,174,99,123603,54585,16894,30342
178,174,99,118404,53061,16591,29711
178,174,99,123064,54383,16916,30342
178,174,99,118404,53061,16548,29759
178,174,98,118404,53061,16591,29806
178,174,98,118404,53061,16591,29806
178,174,98,118404,53061,16591,29806
