168,0,167,1,28,3,2052499,35580,23131,15902,19676
167,9,167,2,28,2,1931176,35706,23223,16128,19729
167,6,167,6,27,9,2190000,35769,23039,16107,19702
167,0,168,2,27,7,2190000,36089,23131,16190,19756
166,1,168,2,27,6,2052499,36218,23377,16851,19756
165,6,168,2,27,6,2190000,36153,23500,17363,19837
165,4,167,8,27,6,2190000,36089,23439,17454,19756
165,5,167,0,28,1,2190000,36089,23500,17522,19756
166,4,167,2,28,1,2052499,36089,23500,17454,19756
166,7,166,6,28,1,2052499,36153,23377,17431,19756
167,1,166,7,28,1,2347142,36218,23562,17454,19945
165,8,161,9,28,1,2190000,36153,23192,17205,19385
166,7,162,7,28,0,2347142,36218,23284,17661,19622
167,2,166,4,28,1,2347142,36153,23377,17340,19756
160,3,162,0,32,0,2347142,30391,24538,18229,21279
166,7,162,7,28,0,2347142,36218,23284,17661,19622
160,8,164,4,36,8,2190000,40075,31178,20527,25218
160,8,160,1,36,0,2190000,40769,31372,20386,25256
161,7,156,1,35,6,2347142,41162,31333,20386,25181
161,9,152,7,35,5,2190000,41968,31488,20499,25106
162,1,150,1,35,4,2052499,42215,31488,20442,24773
162,3,148,2,35,2,2190000,41968,31333,20442,24591
162,2,146,9,35,1,2052499,41242,31178,20358,24410
162,2,145,7,35,1,2190000,41083,30908,20275,24267
162,6,144,7,35,0,2052499,40613,30794,20192,23985
162,6,143,8,35,0,2190000,40304,30755,20082,23880
167,2,166,4,28,1,2347142,36153,23377,17340,19756
162,8,143,1,34,9,2052499,40304,30641,20027,23811
162,8,142,6,34,9,2347142,40151,30717,20109,23604
162,9,142,3,34,9,2347142,40075,30717,20027,23639
