165,4,167,0,38,7,2190000,25218,24125,15741,19074
165,5,167,1,38,7,2347142,25294,24157,15801,19074
165,4,167,1,38,7,2190000,25294,24125,15781,19049
165,4,167,2,38,7,2347142,25369,24284,15841,19100
165,5,167,1,38,6,2347142,25445,24252,15821,19151
165,3,167,0,38,5,2052499,25483,24220,15781,19049
165,7,167,3,38,4,2190000,25560,24220,15821,19074
166,6,168,1,37,9,2052499,25598,24284,15801,19049
167,5,169,3,37,3,2190000,25714,24474,15902,19203
168,5,169,8,37,2,2347142,26995,25314,16742,20275
170,1,148,1,61,7,2190000,36218,29664,20303,24810
168,7,169,4,37,3,2190000,30841,26074,17966,23570
168,9,167,7,37,4,2190000,34594,27404,19385,25256
167,0,165,0,38,0,2347142,36875,28570,20697,26504
166,4,161,1,38,0,2052499,38034,29149,21518,27078
165,9,156,5,37,8,2190000,38672,29369,21730,27078
165,5,152,2,37,6,2740000,39624,29369,21976,27120
165,5,148,5,37,1,2740000,39327,29223,21976,27078
165,2,145,0,37,1,2347142,39401,29040,21700,26871
165,0,142,9,37,2,2190000,39475,29040,21669,26585
164,5,141,2,37,1,2052499,39253,29149,21884,26748
