159,1,166,0,325,7,2052499,28062,26242,16128,21102
159,2,166,0,325,7,2190000,28106,26275,16128,21161
159,3,166,1,325,7,2190000,28106,26275,16128,21190
159,3,166,2,325,7,2052499,28062,26242,16128,21102
159,2,166,1,325,6,2052499,28062,26141,16128,21102
159,2,166,1,325,5,2052499,28062,26141,16128,21102
159,1,166,1,325,4,2190000,28062,26275,16128,21102
159,2,165,6,325,9,2347142,28106,26141,16128,21190
159,1,166,1,325,4,2347142,28106,26275,16128,21190
159,1,166,1,325,4,2740000,28238,26376,16169,21279
159,2,166,0,325,3,2347142,28106,26275,16128,21190
159,3,166,2,325,3,2190000,28062,26074,16107,21102
159,2,165,7,325,9,2347142,28106,26208,16128,21132
159,2,165,8,325,9,2190000,28062,26041,16086,21102
159,1,166,2,325,1,2190000,28062,26208,16128,21102
159,2,165,8,325,9,2190000,28062,26041,16086,21102
163,0,167,8,341,5,2190000,39624,31101,20054,25483
163,6,161,1,341,2,2528461,40769,31723,20669,25294
163,6,155,5,341,2,2190000,40075,31605,20612,24773
164,5,150,7,341,1,2347142,39034,31333,20303,24375
164,6,146,8,341,3,2347142,38458,31294,20136,24196
164,9,143,8,341,4,2052499,37965,31178,20054,23985
165,3,141,4,341,4,2528461,38245,31217,20054,23985
165,4,139,5,341,3,2347142,38245,31024,20054,23880
165,5,138,0,341,3,2190000,37826,31178,20054,23707
165,8,136,7,341,2,2190000,37687,31217,20027,23707
165,8,135,7,341,1,2190000,37075,31178,20000,23604
165,8,135,2,341,2,2528461,36941,31294,20054,23604
