98,270,348,107021,55058,20726,36941
99,270,348,107021,54923,20754,36941
99,269,348,107437,55058,20726,36941
109,267,349,107857,54720,20985,37482
110,283,11,107857,56647,20754,40151
118,297,36,107857,56717,19756,37619
134,310,56,107437,56929,19359,35517
164,353,70,102244,55468,19385,33882
95,272,348,107437,54855,20783,37345
194,18,58,105789,57000,33307,34534
179,25,60,114060,56507,26026,40304
179,29,82,105789,55399,21190,36283
196,45,80,98910,56089,20442,32199
204,56,57,107021,57141,25752,34594
188,54,71,114528,55812,33193,38458
211,61,90,107857,56929,26383,35580
223,71,77,106607,56929,21132,34058
196,73,59,114528,56228,22289,36283
179,76,73,109133,54720,20697,36544
202,82,89,108705,56507,22770,35081
211,84,73,107437,56788,22258,32416
184,85,58,114528,56089,21015,36413
170,87,74,115475,56367,21488,37413
199,91,86,107857,56577,31250,33824
211,91,66,108279,56717,24267,31878
184,97,56,116923,56089,20192,37413
166,97,75,115954,56089,22069,36941
195,100,87,105384,55058,29855,33250
206,100,67,108279,56647,21700,32091
186,101,62,115954,56089,24090,38744
