94,269,51,118404,54249,20640,37345
94,269,51,118906,54383,20640,37142
94,269,51,123603,55812,21044,37965
94,269,51,118906,54249,20640,37345
94,269,51,123064,55674,21015,38034
94,269,51,122530,55812,21044,38104
94,269,51,123064,55743,21015,38175
95,269,50,123064,55674,21073,38034
108,269,56,118404,54518,20985,37756
107,280,81,116436,56647,20669,39773
122,296,106,112676,56367,20027,36941
145,309,122,111771,56437,19676,35020
158,351,120,109133,56647,26383,34897
141,10,118,114060,56437,19622,42631
129,13,133,113134,56437,22705,39107
152,23,150,105384,55399,19676,36153
162,43,137,104583,57141,19281,34000
140,56,124,113134,56437,20898,38529
123,51,136,116923,56367,20192,39034
147,55,149,111771,56929,19945,36089
158,73,137,105789,55468,19074,33193
141,83,124,118404,55950,20358,40613
124,75,136,119411,56089,20275,39773
149,77,146,110000,55126,21279,36742
156,91,135,111323,56717,19543,35205
141,98,124,118404,55950,20109,39549
123,90,136,114060,54652,19676,38961
149,89,147,112676,56297,19756,36742
161,101,136,110879,56577,19756,34058
142,106,123,118404,56019,20275,38458
