103,319,14,115475,55950,21518,37142
103,317,14,117413,56019,21578,37210
104,315,14,117413,56089,21548,37345
104,313,14,117413,56019,21578,37413
105,311,14,117413,56019,21578,37075
107,308,13,117413,55950,21639,37482
107,305,13,112676,54652,21102,36478
106,303,13,112676,54652,21102,36610
106,301,13,117413,56089,21639,37142
107,298,13,114528,54652,21190,36218
108,296,14,117413,56089,21609,37075
107,293,13,118404,56089,21609,36941
107,291,13,114060,54652,21073,36218
108,289,13,112676,54652,21073,36218
118,288,18,117906,56019,21669,38387
120,304,43,109133,56507,20275,39253
130,318,68,104583,55194,20754,35205
154,320,82,105384,56929,22480,36348
165,357,79,105384,56717,19438,34715
145,15,76,107021,54923,23299,36089
127,19,88,111771,56437,21339,37142
144,24,102,104583,55126,20841,36153
161,41,93,105384,56929,21428,34000
132,52,76,112222,56228,26748,36544
122,50,87,114060,56228,20669,38245
140,55,102,109565,56507,20442,36544
155,69,95,104583,56929,32091,32746
127,77,78,108705,54855,25908,35643
121,73,84,110879,54652,21669,38175
130,73,102,111771,56297,19676,36413
