93,316,29,107857,54720,20583,37142
92,314,29,110437,54720,20583,37075
91,312,29,112676,56297,20985,37965
99,308,29,109133,54720,20640,37008
98,314,44,107021,55194,20275,40769
109,327,60,106607,55263,19756,38316
119,337,79,110000,56647,19756,39475
134,338,96,108705,56788,19756,36218
134,338,96,108705,56788,19756,36218
144,25,96,109133,56437,20275,34534
154,25,96,109133,56437,20275,34534
138,55,93,111771,56367,22640,36025
132,58,103,117413,56089,20669,41321
146,62,124,108705,54855,20000,38316
166,74,113,106197,57141,20330,34836
140,75,96,116436,56228,20358,40535
132,73,106,112676,56367,19438,41805
151,79,121,111771,56717,19385,39253
167,87,111,109133,56929,20192,38888
142,90,93,114528,56297,21700,40151
132,84,104,110879,55058,19411,41004
147,82,120,110437,55126,19622,39327
161,93,112,106197,55399,19229,36218
138,100,94,110879,54652,20136,38529
131,93,101,115954,56089,20358,41886
139,87,120,111771,54652,19411,38816
160,96,116,109133,56929,20027,36941
176,102,94,110879,54652,20330,37687
166,102,94,110879,54652,20330,37687
176,102,94,110879,54652,20330,37687
