94,269,43,118404,56089,21669,38034
94,269,43,118404,56089,21669,38175
94,269,43,118404,56019,21639,37965
93,269,43,115475,54652,21190,37142
93,269,43,118404,56089,21639,37895
97,269,44,118404,56019,21609,37895
98,273,54,116923,56089,21518,37895
109,288,78,111771,56437,20669,37687
127,302,98,109565,56437,19783,36153
150,308,113,106607,55126,20000,33882
172,351,111,107857,54855,23434,33766
154,12,107,112676,54652,19385,37687
138,17,124,114528,56089,20219,39401
171,31,133,110879,56437,19649,37550
181,48,114,107021,56577,19676,34715
164,55,107,117413,55812,22384,41321
141,50,124,118404,55881,23502,39180
168,58,133,111771,56437,21488,36941
177,74,116,105384,55194,19100,34354
165,80,107,118906,55950,22289,42050
139,71,123,116436,56019,22967,39327
168,75,132,112676,56297,20275,36153
177,88,115,111323,56437,19756,35392
160,93,107,119921,55812,25031,41724
137,84,123,117413,55950,20442,39401
163,90,131,112676,56647,19756,36089
169,99,116,112676,56228,20054,34897
152,98,109,123603,55674,23502,42050
129,88,124,118404,55950,19756,39624
160,92,130,114528,56228,20275,38458
