105,267,7,118404,56089,21190,38458
104,268,7,118404,56089,21220,38458
105,268,7,118404,56019,21250,38458
105,268,7,115954,54652,20783,37619
104,268,7,118404,56089,21279,38458
104,268,7,118404,56089,21279,38458
107,267,8,118404,56228,21279,38387
107,275,20,115475,56437,20841,38175
114,288,42,112676,56647,20192,37619
128,302,65,111323,56929,20192,36544
153,309,77,110000,56929,19676,34414
165,308,77,107021,57070,23000,29663
146,339,74,105384,55674,23880,33766
138,347,84,110879,57141,23707,38034
151,354,99,110437,57000,21339,36610
164,12,93,102627,55950,18795,32580
143,31,76,105789,55674,26585,34534
135,34,81,112676,56717,21250,40075
148,38,99,111323,56929,20985,37687
163,55,92,104982,55399,19333,34058
134,66,75,109565,55194,22448,36413
129,63,81,116923,56297,20527,40613
135,62,96,114060,56437,20386,38458
151,80,89,104982,55399,19676,35081
129,91,72,109565,54855,23266,37619
119,85,78,117906,56228,20669,41162
124,80,93,114060,56367,21279,39034
129,91,72,109565,54855,23266,37619
119,85,78,117906,56228,20669,41162
124,80,93,114060,56367,21279,39034
