104,266,30,112676,56367,21279,40458
103,264,31,111771,55058,20783,39773
101,262,30,111771,54652,20898,39698
98,260,30,115000,56228,21279,40458
95,259,29,115954,56089,21339,41083
104,255,31,111771,56367,21279,42969
99,264,50,106607,55058,20054,42215
108,280,75,109133,56577,20054,40304
128,293,95,103793,55331,19100,38458
151,301,108,107021,56929,21279,34235
174,339,109,110437,56577,25598,35205
153,355,109,113134,56089,22640,40535
130,354,121,112676,56228,23468,39624
163,8,125,106607,56929,20109,37619
172,25,110,107437,56647,20527,36218
154,30,105,114528,56228,20358,40381
144,30,119,112676,56297,23639,38961
170,44,122,108705,56647,21368,37826
180,58,106,107021,54855,20275,36153
161,61,98,115954,56089,20414,40535
146,59,113,108705,54787,19516,38175
172,68,119,108279,56577,20442,36348
182,82,104,107437,56577,20303,34594
165,84,94,117413,55950,20726,39698
149,78,109,116923,56089,20499,39401
177,83,120,106607,54855,20927,36610
185,92,103,106197,55399,20192,36153
166,94,89,111323,54720,19945,39773
150,88,102,110437,55126,19464,39475
150,88,102,110437,55126,19464,39475
