90,323,33,106607,56929,21102,40381
88,321,33,106607,56717,20956,41083
87,319,33,103013,55331,20442,40075
87,317,34,102627,55399,20612,40075
86,315,34,106607,56929,21044,40458
88,313,34,109133,57568,21339,41562
95,318,44,103402,55536,20358,41321
101,330,66,102627,55674,20000,41083
117,341,89,101864,55881,18871,38458
137,344,105,102627,55743,19100,35643
161,28,100,104583,57141,24196,34474
141,50,96,109565,56647,19729,36218
131,53,107,107857,54855,22384,38387
149,59,125,108705,56577,19756,37895
163,75,115,101864,55468,19543,35081
145,80,100,107437,55058,20109,37210
134,78,111,111323,56437,20054,38961
150,76,128,106197,55194,19837,36941
177,89,116,103402,57141,20499,35580
163,97,97,107021,55126,23266,36875
151,94,104,112676,56367,20841,40691
162,90,122,107021,54923,19810,37756
179,98,112,103402,55399,20303,36153
148,97,96,115000,56019,23099,40535
136,91,106,110437,54855,20726,40381
160,92,121,107857,55331,19676,38672
172,102,110,107437,56929,20330,36153
153,100,96,118404,56089,20414,40535
135,91,109,115954,56367,20358,40075
169,95,118,109565,56929,20192,37482
