99,322,328,111323,54720,20612,37413
101,322,328,115954,56228,21015,38245
100,323,328,111771,54652,20583,37482
100,323,328,116436,56228,21015,38175
99,322,328,111323,54720,20612,37413
104,321,332,114060,56228,21044,38458
110,326,349,111771,56437,20612,40535
127,338,5,106607,55263,19756,37895
134,348,19,107857,56788,19385,36742
148,353,31,103402,55399,18326,34594
164,39,24,106197,55331,22101,34414
141,53,23,115475,56367,20499,40535
127,52,42,111323,54855,22770,39253
160,65,50,107437,56929,24482,37345
168,79,32,106607,57000,23266,37345
154,79,30,116923,56089,23811,42631
158,80,49,112676,56367,21368,40458
181,93,47,107021,56929,22770,37895
146,102,28,111771,56367,20985,39549
138,97,34,115475,56297,20669,42050
153,97,48,107437,55263,20612,39327
165,109,39,107437,57070,21102,38245
140,112,24,114060,56297,20726,41083
131,102,35,115475,56297,22448,42380
156,103,46,106607,55194,20583,38816
160,114,35,107857,57354,20697,36875
145,115,28,112222,54652,23776,41321
124,102,42,112676,56297,22069,40925
157,106,42,109133,56929,21339,37826
159,116,24,108279,55058,20027,37687
